見る,知る
聞く,知る
読む,知る
知る,話す
食べる,寝る
飲む,酔う
働く,稼ぐ
働く,疲れる
稼ぐ,使う
疲れる,座る
疲れる,寝る
寝る,起きる
開ける,入る
開ける,閉める
勝つ,笑う
負ける,泣く
取る,投げる
掴む,投げる
拾う,届ける
犯す,償う
